race,sex,age,age_cat,marital_status,custody_status,juv_offense,priors_count,c_charge_degree,days_in_jail_or_prison,decile_score,is_recid,sqrt_age,sqrt_priors_count,sqrt_days_in_jail_or_prison,risk
African-American,Female,32,25 - 45,Single,Jail Inmate,0,1,(F3),6,4,0,5.656854249492381,1,2.449489742783178,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,5.196152422706632,0,1,Lower
Caucasian,Male,44,25 - 45,Married,Jail Inmate,0,4,(F3),2,2,0,6.6332495807108,2,1.4142135623730951,Lower
Caucasian,Female,27,25 - 45,Single,Jail Inmate,0,0,(F2),0,2,0,5.196152422706632,0,0,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,14,(F3),1,9,0,5.291502622129181,3.7416573867739413,1,Higher
Caucasian,Male,55,Greater than 45,Single,Jail Inmate,0,1,(M1),2,1,0,7.416198487095663,1,1.4142135623730951,Lower
African-American,Male,36,25 - 45,Married,Jail Inmate,0,15,(F3),3,5,0,6,3.872983346207417,1.7320508075688772,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,1,(F3),1,4,0,4.795831523312719,1,1,Lower
African-American,Male,56,Greater than 45,Single,Jail Inmate,0,1,(M1),0,1,0,7.483314773547883,1,0,Lower
Caucasian,Male,27,25 - 45,Single,Jail Inmate,0,2,(F3),1,6,1,5.196152422706632,1.4142135623730951,1,Higher
African-American,Male,28,25 - 45,Single,Jail Inmate,0,6,(F3),20,4,0,5.291502622129181,2.449489742783178,4.47213595499958,Lower
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,1,(M1),2285,6,0,6.082762530298219,1,47.80167361086848,Higher
Caucasian,Male,38,25 - 45,Single,Jail Inmate,0,0,(F3),1,2,0,6.164414002968976,0,1,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,0,1,(F3),2,8,1,5.656854249492381,1,1.4142135623730951,Higher
African-American,Male,41,25 - 45,Single,Jail Inmate,1,18,(M1),2057,10,1,6.4031242374328485,4.242640687119285,45.35416188179427,Higher
African-American,Male,34,25 - 45,Significant Other,Jail Inmate,0,2,(F3),269,10,0,5.830951894845301,1.4142135623730951,16.401219466856727,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,0,1,(F3),2,6,1,4.69041575982343,1,1.4142135623730951,Higher
African-American,Male,61,Greater than 45,Separated,Jail Inmate,0,0,(F3),1,1,0,7.810249675906654,0,1,Lower
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,1,(F3),3,2,1,6.082762530298219,1,1.7320508075688772,Lower
African-American,Male,45,Greater than 45,Single,Pretrial Defendant,0,3,(M1),0,2,0,6.708203932499369,1.7320508075688772,0,Lower
African-American,Female,31,25 - 45,Single,Jail Inmate,0,14,(F3),2,8,0,5.5677643628300215,3.7416573867739413,1.4142135623730951,Higher
African-American,Male,30,25 - 45,Single,Jail Inmate,0,0,(F3),0,1,0,5.477225575051661,0,0,Lower
African-American,Male,42,25 - 45,Single,Jail Inmate,0,7,(F3),6,5,1,6.48074069840786,2.6457513110645907,2.449489742783178,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,1,20,(F3),32,9,1,5.0990195135927845,4.47213595499958,5.656854249492381,Higher
Caucasian,Male,33,25 - 45,Single,Jail Inmate,0,0,(F3),1,9,1,5.744562646538029,0,1,Higher
Caucasian,Male,22,Less than 25,Single,Jail Inmate,0,0,(M1),0,2,1,4.69041575982343,0,0,Lower
African-American,Female,36,25 - 45,Single,Jail Inmate,0,1,(M1),0,1,0,6,1,0,Lower
Caucasian,Male,54,Greater than 45,Widowed,Jail Inmate,0,0,(M2),0,1,0,7.3484692283495345,0,0,Lower
Hispanic,Female,35,25 - 45,Married,Jail Inmate,0,3,(F3),0,1,0,5.916079783099616,1.7320508075688772,0,Lower
African-American,Male,25,25 - 45,Married,Jail Inmate,1,5,(F2),731,9,1,5,2.23606797749979,27.03701166919155,Higher
Caucasian,Male,24,Less than 25,Single,Jail Inmate,0,3,(F3),97,5,1,4.898979485566356,1.7320508075688772,9.848857801796104,Lower
Hispanic,Male,23,Less than 25,Single,Jail Inmate,0,0,(M2),1,7,0,4.795831523312719,0,1,Higher
Caucasian,Male,61,Greater than 45,Significant Other,Jail Inmate,0,0,(M2),0,1,0,7.810249675906654,0,0,Lower
African-American,Female,41,25 - 45,Single,Jail Inmate,0,6,(F3),3,2,0,6.4031242374328485,2.449489742783178,1.7320508075688772,Lower
Caucasian,Female,42,25 - 45,Single,Jail Inmate,0,0,(M1),1,1,0,6.48074069840786,0,1,Lower
Caucasian,Male,35,25 - 45,Single,Jail Inmate,0,0,(M1),1,3,0,5.916079783099616,0,1,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,1,(M1),0,2,1,5.291502622129181,1,0,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,1,(M1),3,5,0,5.196152422706632,1,1.7320508075688772,Lower
Caucasian,Male,24,Less than 25,Single,Pretrial Defendant,0,2,(M1),15,3,0,4.898979485566356,1.4142135623730951,3.872983346207417,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,0,16,(F3),857,10,1,5.656854249492381,4,29.274562336608895,Higher
Caucasian,Male,38,25 - 45,Single,Pretrial Defendant,0,0,(F3),7,1,0,6.164414002968976,0,2.6457513110645907,Lower
Caucasian,Male,33,25 - 45,Married,Jail Inmate,0,0,(M1),1,9,0,5.744562646538029,0,1,Higher
Caucasian,Male,21,Less than 25,Single,Jail Inmate,1,1,(M2),1,3,1,4.58257569495584,1,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,1,(F3),168,7,1,5.196152422706632,1,12.96148139681572,Higher
Caucasian,Male,39,25 - 45,Single,Pretrial Defendant,0,0,(F3),0,4,0,6.244997998398398,0,0,Lower
Caucasian,Male,29,25 - 45,Single,Jail Inmate,0,0,(F3),1,1,0,5.385164807134504,0,1,Lower
Caucasian,Male,29,25 - 45,Single,Pretrial Defendant,0,1,(F3),1,3,0,5.385164807134504,1,1,Lower
Caucasian,Male,38,25 - 45,Single,Pretrial Defendant,0,3,(F3),1,4,0,6.164414002968976,1.7320508075688772,1,Lower
Caucasian,Male,36,25 - 45,Married,Pretrial Defendant,0,1,(F3),1,4,1,6,1,1,Lower
African-American,Male,46,Greater than 45,Unknown,Jail Inmate,0,0,(F3),0,7,1,6.782329983125268,0,0,Higher
African-American,Male,54,Greater than 45,Married,Jail Inmate,0,6,(F3),173,3,0,7.3484692283495345,2.449489742783178,13.152946437965905,Lower
African-American,Male,44,25 - 45,Single,Jail Inmate,1,7,(F1),177,6,1,6.6332495807108,2.6457513110645907,13.30413469565007,Higher
African-American,Male,20,Less than 25,Single,Jail Inmate,0,0,(F2),4,5,0,4.47213595499958,0,2,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,0,(M2),2,2,0,5.196152422706632,0,1.4142135623730951,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,8,(F3),49,7,1,5.196152422706632,2.8284271247461903,7,Higher
Caucasian,Male,61,Greater than 45,Divorced,Jail Inmate,0,0,(M1),0,1,0,7.810249675906654,0,0,Lower
African-American,Male,47,Greater than 45,Single,Jail Inmate,0,0,(M1),1,1,1,6.855654600401044,0,1,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,1,(M1),1,1,0,5.196152422706632,1,1,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,0,(F3),2,2,1,5.291502622129181,0,1.4142135623730951,Lower
Caucasian,Female,31,25 - 45,Single,Jail Inmate,0,1,(M1),641,5,1,5.5677643628300215,1,25.317977802344327,Lower
Caucasian,Male,20,Less than 25,Single,Pretrial Defendant,0,2,(F3),1,8,0,4.47213595499958,1.4142135623730951,1,Higher
Caucasian,Male,26,25 - 45,Single,Jail Inmate,0,9,(NI0),0,4,1,5.0990195135927845,3,0,Lower
Caucasian,Female,43,25 - 45,Married,Jail Inmate,0,0,(F3),442,4,0,6.557438524302,0,21.02379604162864,Lower
African-American,Male,53,Greater than 45,Single,Jail Inmate,0,2,(F3),45,2,1,7.280109889280518,1.4142135623730951,6.708203932499369,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,1,(F3),23,5,1,5.0990195135927845,1,4.795831523312719,Lower
Caucasian,Female,27,25 - 45,Single,Jail Inmate,1,2,(F3),0,4,0,5.196152422706632,1.4142135623730951,0,Lower
African-American,Male,25,25 - 45,Single,Pretrial Defendant,0,2,(F5),18,4,0,5,1.4142135623730951,4.242640687119285,Lower
African-American,Male,30,25 - 45,Married,Jail Inmate,1,3,(F3),2,1,0,5.477225575051661,1.7320508075688772,1.4142135623730951,Lower
Other,Male,23,Less than 25,Single,Jail Inmate,0,5,(M1),75,10,1,4.795831523312719,2.23606797749979,8.660254037844387,Higher
African-American,Female,21,Less than 25,Single,Jail Inmate,1,4,(M2),1,8,1,4.58257569495584,2,1,Higher
African-American,Male,23,Less than 25,Single,Jail Inmate,0,1,(M2),0,4,0,4.795831523312719,1,0,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,0,0,(F3),3,6,0,5.656854249492381,0,1.7320508075688772,Higher
Other,Male,30,25 - 45,Married,Jail Inmate,1,3,(M1),1,1,0,5.477225575051661,1.7320508075688772,1,Lower
African-American,Female,45,Greater than 45,Single,Jail Inmate,0,2,(F3),12,3,0,6.708203932499369,1.4142135623730951,3.4641016151377544,Lower
African-American,Male,40,25 - 45,Significant Other,Jail Inmate,0,9,(F3),4,6,0,6.324555320336759,3,2,Higher
Other,Female,32,25 - 45,Single,Jail Inmate,0,2,(F2),411,7,0,5.656854249492381,1.4142135623730951,20.273134932713294,Higher
African-American,Male,27,25 - 45,Single,Jail Inmate,0,2,(M1),9,5,1,5.196152422706632,1.4142135623730951,3,Lower
Caucasian,Male,45,Greater than 45,Single,Jail Inmate,0,2,(F3),141,2,0,6.708203932499369,1.4142135623730951,11.874342087037917,Lower
African-American,Male,24,Less than 25,Single,Jail Inmate,1,5,(F3),1,6,0,4.898979485566356,2.23606797749979,1,Higher
Other,Male,67,Greater than 45,Married,Jail Inmate,0,1,(M1),1,1,0,8.18535277187245,1,1,Lower
African-American,Female,26,25 - 45,Single,Jail Inmate,0,0,(M1),1,2,0,5.0990195135927845,0,1,Lower
Caucasian,Male,21,Less than 25,Single,Jail Inmate,0,0,(F3),93,8,1,4.58257569495584,0,9.643650760992955,Higher
Hispanic,Male,40,25 - 45,Single,Jail Inmate,0,2,(F3),178,2,0,6.324555320336759,1.4142135623730951,13.341664064126334,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(M2),1,2,0,4.58257569495584,0,1,Lower
Caucasian,Female,62,Greater than 45,Divorced,Jail Inmate,0,0,(M2),4,1,0,7.874007874011811,0,2,Lower
Caucasian,Male,48,Greater than 45,Single,Jail Inmate,0,0,(F3),27,3,0,6.928203230275509,0,5.196152422706632,Lower
Caucasian,Male,35,25 - 45,Single,Jail Inmate,0,1,(F3),3097,4,0,5.916079783099616,1,55.65069631190611,Lower
African-American,Male,53,Greater than 45,Separated,Jail Inmate,0,1,(M2),1,1,0,7.280109889280518,1,1,Lower
African-American,Male,62,Greater than 45,Single,Jail Inmate,0,3,(M1),5632,3,1,7.874007874011811,1.7320508075688772,75.04665215717488,Lower
African-American,Male,28,25 - 45,Married,Jail Inmate,1,5,(F3),1247,10,0,5.291502622129181,2.23606797749979,35.31288716601915,Higher
Caucasian,Male,56,Greater than 45,Single,Jail Inmate,0,1,(F3),0,2,0,7.483314773547883,1,0,Lower
Hispanic,Male,35,25 - 45,Married,Pretrial Defendant,0,2,(F3),8,1,0,5.916079783099616,1.4142135623730951,2.8284271247461903,Lower
Hispanic,Female,56,Greater than 45,Divorced,Jail Inmate,0,2,(M1),50,1,1,7.483314773547883,1.4142135623730951,7.0710678118654755,Lower
African-American,Male,22,Less than 25,Single,Jail Inmate,1,2,(F3),5,7,1,4.69041575982343,1.4142135623730951,2.23606797749979,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,0,5,(F1),36,8,1,5.0990195135927845,2.23606797749979,6,Higher
African-American,Male,40,25 - 45,Married,Jail Inmate,0,16,(M2),831,5,0,6.324555320336759,4,28.827070610799147,Lower
African-American,Male,54,Greater than 45,Single,Jail Inmate,0,2,(M2),171,7,0,7.3484692283495345,1.4142135623730951,13.076696830622021,Higher
African-American,Male,35,25 - 45,Single,Jail Inmate,0,4,(M2),0,5,0,5.916079783099616,2,0,Lower
African-American,Male,22,Less than 25,Single,Jail Inmate,0,1,(F3),15,3,1,4.69041575982343,1,3.872983346207417,Lower
African-American,Female,37,25 - 45,Single,Jail Inmate,1,7,(F1),2,3,0,6.082762530298219,2.6457513110645907,1.4142135623730951,Lower
African-American,Female,32,25 - 45,Single,Jail Inmate,0,0,(F3),0,2,0,5.656854249492381,0,0,Lower
African-American,Female,33,25 - 45,Single,Jail Inmate,0,3,(F3),9,6,1,5.744562646538029,1.7320508075688772,3,Higher
Other,Male,38,25 - 45,Married,Jail Inmate,0,2,(F3),0,3,1,6.164414002968976,1.4142135623730951,0,Lower
Caucasian,Male,53,Greater than 45,Divorced,Jail Inmate,0,0,(M1),1,1,0,7.280109889280518,0,1,Lower
African-American,Female,26,25 - 45,Single,Jail Inmate,0,3,(F3),4,6,0,5.0990195135927845,1.7320508075688772,2,Higher
Caucasian,Male,32,25 - 45,Single,Jail Inmate,0,0,(M1),1,1,0,5.656854249492381,0,1,Lower
Caucasian,Male,26,25 - 45,Single,Jail Inmate,0,0,(M2),1,2,0,5.0990195135927845,0,1,Lower
Caucasian,Male,61,Greater than 45,Single,Jail Inmate,0,0,(M1),2,1,0,7.810249675906654,0,1.4142135623730951,Lower
African-American,Male,21,Less than 25,Single,Jail Inmate,0,0,(M1),1,10,0,4.58257569495584,0,1,Higher
African-American,Male,69,Greater than 45,Divorced,Jail Inmate,0,22,(M2),3790,5,0,8.306623862918075,4.69041575982343,61.56297588648554,Lower
Hispanic,Male,31,25 - 45,Single,Jail Inmate,1,2,(M1),1,2,0,5.5677643628300215,1.4142135623730951,1,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,0,0,(M1),0,4,0,5.0990195135927845,0,0,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,9,(F2),1216,10,1,5.477225575051661,3,34.87119154832539,Higher
Caucasian,Male,21,Less than 25,Single,Pretrial Defendant,0,1,(F2),1,4,0,4.58257569495584,1,1,Lower
Caucasian,Male,29,25 - 45,Single,Jail Inmate,0,0,(M1),1,1,0,5.385164807134504,0,1,Lower
Caucasian,Female,32,25 - 45,Single,Jail Inmate,0,0,(F3),27,8,0,5.656854249492381,0,5.196152422706632,Higher
Hispanic,Female,24,Less than 25,Married,Pretrial Defendant,0,0,(F3),1,3,0,4.898979485566356,0,1,Lower
African-American,Male,23,Less than 25,Single,Jail Inmate,0,1,(M1),1,7,0,4.795831523312719,1,1,Higher
Caucasian,Male,41,25 - 45,Single,Jail Inmate,0,0,(M1),0,2,0,6.4031242374328485,0,0,Lower
African-American,Male,45,Greater than 45,Single,Jail Inmate,0,0,(F3),1,6,1,6.708203932499369,0,1,Higher
African-American,Male,31,25 - 45,Single,Jail Inmate,1,10,(F3),2127,5,1,5.5677643628300215,3.1622776601683795,46.119410230400824,Lower
Caucasian,Male,22,Less than 25,Single,Pretrial Defendant,0,0,(F1),1,3,0,4.69041575982343,0,1,Lower
Caucasian,Male,64,Greater than 45,Unknown,Jail Inmate,0,0,(M2),0,1,0,8,0,0,Lower
Caucasian,Female,54,Greater than 45,Single,Jail Inmate,0,0,(F2),0,3,1,7.3484692283495345,0,0,Lower
Caucasian,Male,50,Greater than 45,Single,Jail Inmate,0,2,(M1),1,1,1,7.0710678118654755,1.4142135623730951,1,Lower
Hispanic,Male,40,25 - 45,Single,Jail Inmate,0,2,(M2),1,1,0,6.324555320336759,1.4142135623730951,1,Lower
African-American,Male,19,Less than 25,Single,Jail Inmate,0,0,(F3),1,4,0,4.358898943540674,0,1,Lower
African-American,Male,32,25 - 45,Single,Jail Inmate,0,4,(F2),1924,7,0,5.656854249492381,2,43.86342439892262,Higher
Other,Male,37,25 - 45,Single,Jail Inmate,1,11,(F3),2651,3,0,6.082762530298219,3.3166247903554,51.487862647424,Lower
African-American,Female,21,Less than 25,Single,Jail Inmate,0,0,(F2),1,8,1,4.58257569495584,0,1,Higher
Hispanic,Male,39,25 - 45,Married,Jail Inmate,0,0,(F3),2,1,0,6.244997998398398,0,1.4142135623730951,Lower
Hispanic,Male,47,Greater than 45,Divorced,Jail Inmate,0,0,(F3),3,5,0,6.855654600401044,0,1.7320508075688772,Lower
Hispanic,Male,23,Less than 25,Single,Jail Inmate,0,6,(M1),5,7,1,4.795831523312719,2.449489742783178,2.23606797749979,Higher
Caucasian,Male,30,25 - 45,Single,Jail Inmate,0,0,(F3),1,3,1,5.477225575051661,0,1,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,11,(F3),768,8,1,5.477225575051661,3.3166247903554,27.712812921102035,Higher
African-American,Female,35,25 - 45,Separated,Jail Inmate,0,0,(F3),1,1,0,5.916079783099616,0,1,Lower
African-American,Female,21,Less than 25,Single,Jail Inmate,0,0,(F3),2,9,0,4.58257569495584,0,1.4142135623730951,Higher
Caucasian,Male,26,25 - 45,Single,Jail Inmate,0,5,(M2),0,4,0,5.0990195135927845,2.23606797749979,0,Lower
African-American,Female,59,Greater than 45,Single,Jail Inmate,0,0,(M1),1,2,0,7.681145747868608,0,1,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,0,13,(F3),42,8,1,5.385164807134504,3.605551275463989,6.48074069840786,Higher
Hispanic,Male,67,Greater than 45,Divorced,Pretrial Defendant,0,0,(F3),1,1,0,8.18535277187245,0,1,Lower
Hispanic,Male,26,25 - 45,Significant Other,Jail Inmate,0,0,(F3),1,1,0,5.0990195135927845,0,1,Lower
Caucasian,Male,30,25 - 45,Single,Pretrial Defendant,0,13,(F3),34,8,1,5.477225575051661,3.605551275463989,5.830951894845301,Higher
African-American,Male,25,25 - 45,Single,Jail Inmate,0,5,(M1),1,5,1,5,2.23606797749979,1,Lower
Hispanic,Male,45,Greater than 45,Single,Jail Inmate,0,8,(F3),26,6,0,6.708203932499369,2.8284271247461903,5.0990195135927845,Higher
Caucasian,Male,27,25 - 45,Single,Jail Inmate,1,1,(F3),0,3,0,5.196152422706632,1,0,Lower
Caucasian,Male,24,Less than 25,Single,Jail Inmate,0,1,(F3),121,6,0,4.898979485566356,1,11,Higher
Caucasian,Male,32,25 - 45,Single,Jail Inmate,0,0,(M1),1,4,0,5.656854249492381,0,1,Lower
Caucasian,Male,31,25 - 45,Single,Jail Inmate,0,2,(F3),22,3,0,5.5677643628300215,1.4142135623730951,4.69041575982343,Lower
African-American,Male,22,Less than 25,Single,Jail Inmate,1,0,(F3),0,3,1,4.69041575982343,0,0,Lower
African-American,Male,41,25 - 45,Single,Jail Inmate,0,8,(F3),0,1,1,6.4031242374328485,2.8284271247461903,0,Lower
Asian,Male,46,Greater than 45,Single,Jail Inmate,0,3,(F3),60,5,1,6.782329983125268,1.7320508075688772,7.745966692414834,Lower
Other,Male,27,25 - 45,Significant Other,Jail Inmate,0,0,(M1),2,5,0,5.196152422706632,0,1.4142135623730951,Lower
Other,Male,28,25 - 45,Single,Jail Inmate,0,12,(F3),84,9,0,5.291502622129181,3.4641016151377544,9.16515138991168,Higher
Caucasian,Male,51,Greater than 45,Single,Jail Inmate,0,0,(F3),3,1,0,7.14142842854285,0,1.7320508075688772,Lower
African-American,Female,37,25 - 45,Single,Jail Inmate,0,13,(F3),2,6,1,6.082762530298219,3.605551275463989,1.4142135623730951,Higher
African-American,Male,22,Less than 25,Single,Jail Inmate,1,0,(F3),13,3,1,4.69041575982343,0,3.605551275463989,Lower
Other,Male,34,25 - 45,Significant Other,Jail Inmate,0,0,(F3),0,2,0,5.830951894845301,0,0,Lower
African-American,Male,19,Less than 25,Single,Jail Inmate,0,0,(F3),1,4,1,4.358898943540674,0,1,Lower
Caucasian,Male,45,Greater than 45,Single,Jail Inmate,0,2,(M1),1,2,0,6.708203932499369,1.4142135623730951,1,Lower
African-American,Female,33,25 - 45,Single,Jail Inmate,0,5,(F3),76,9,1,5.744562646538029,2.23606797749979,8.717797887081348,Higher
African-American,Male,52,Greater than 45,Single,Jail Inmate,0,7,(F3),597,5,1,7.211102550927978,2.6457513110645907,24.43358344574123,Lower
African-American,Female,21,Less than 25,Single,Jail Inmate,0,0,(F3),1,6,0,4.58257569495584,0,1,Higher
African-American,Male,43,25 - 45,Single,Jail Inmate,0,6,(MO3),1,10,1,6.557438524302,2.449489742783178,1,Higher
African-American,Male,23,Less than 25,Single,Pretrial Defendant,0,3,(F3),2,4,0,4.795831523312719,1.7320508075688772,1.4142135623730951,Lower
Caucasian,Male,33,25 - 45,Single,Jail Inmate,0,3,(F3),1,6,0,5.744562646538029,1.7320508075688772,1,Higher
African-American,Male,26,25 - 45,Single,Jail Inmate,1,3,(F3),6,10,1,5.0990195135927845,1.7320508075688772,2.449489742783178,Higher
African-American,Female,20,Less than 25,Single,Jail Inmate,0,0,(M1),0,4,0,4.47213595499958,0,0,Lower
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,0,(M1),2,3,0,6.082762530298219,0,1.4142135623730951,Lower
African-American,Male,38,25 - 45,Single,Pretrial Defendant,0,1,(F3),8,1,1,6.164414002968976,1,2.8284271247461903,Lower
African-American,Female,25,25 - 45,Single,Jail Inmate,0,0,(F3),1,4,0,5,0,1,Lower
Hispanic,Male,35,25 - 45,Single,Jail Inmate,0,1,(M1),1,1,1,5.916079783099616,1,1,Lower
Caucasian,Male,25,25 - 45,Single,Jail Inmate,0,0,(F3),1,9,0,5,0,1,Higher
African-American,Male,27,25 - 45,Single,Jail Inmate,0,1,(F3),1,2,1,5.196152422706632,1,1,Lower
Other,Male,40,25 - 45,Single,Jail Inmate,0,1,(F3),0,1,0,6.324555320336759,1,0,Lower
African-American,Male,21,Less than 25,Single,Pretrial Defendant,1,1,(F3),1,5,0,4.58257569495584,1,1,Lower
Hispanic,Male,37,25 - 45,Married,Pretrial Defendant,0,0,(F3),3,1,0,6.082762530298219,0,1.7320508075688772,Lower
Caucasian,Male,38,25 - 45,Significant Other,Jail Inmate,0,3,(F3),1033,9,1,6.164414002968976,1.7320508075688772,32.14031735997639,Higher
Caucasian,Male,30,25 - 45,Single,Jail Inmate,0,5,(F3),0,7,0,5.477225575051661,2.23606797749979,0,Higher
Caucasian,Male,37,25 - 45,Single,Jail Inmate,0,0,(M1),1,4,0,6.082762530298219,0,1,Lower
African-American,Female,31,25 - 45,Significant Other,Jail Inmate,0,4,(M1),3,7,0,5.5677643628300215,2,1.7320508075688772,Higher
Hispanic,Male,34,25 - 45,Married,Pretrial Defendant,0,0,(M2),1,1,0,5.830951894845301,0,1,Lower
Caucasian,Male,22,Less than 25,Single,Jail Inmate,0,0,(M1),0,3,0,4.69041575982343,0,0,Lower
Caucasian,Male,44,25 - 45,Single,Jail Inmate,0,0,(F3),1,1,0,6.6332495807108,0,1,Lower
Other,Male,32,25 - 45,Single,Pretrial Defendant,0,2,(F3),7,4,0,5.656854249492381,1.4142135623730951,2.6457513110645907,Lower
African-American,Male,30,25 - 45,Married,Jail Inmate,0,0,(F3),1,2,0,5.477225575051661,0,1,Lower
Hispanic,Male,40,25 - 45,Married,Jail Inmate,0,0,(F2),0,1,0,6.324555320336759,0,0,Lower
African-American,Male,27,25 - 45,Single,Jail Inmate,0,3,(F3),5,5,0,5.196152422706632,1.7320508075688772,2.23606797749979,Lower
Caucasian,Male,49,Greater than 45,Single,Pretrial Defendant,0,1,(F3),2,1,0,7,1,1.4142135623730951,Lower
African-American,Male,58,Greater than 45,Single,Pretrial Defendant,0,2,(M1),3469,8,0,7.615773105863909,1.4142135623730951,58.89821729050889,Higher
Caucasian,Male,67,Greater than 45,Significant Other,Jail Inmate,0,0,(M1),0,1,0,8.18535277187245,0,0,Lower
African-American,Male,59,Greater than 45,Divorced,Jail Inmate,0,14,(F3),1742,8,1,7.681145747868608,3.7416573867739413,41.737273509418415,Higher
African-American,Male,21,Less than 25,Single,Jail Inmate,1,1,(F3),2,10,1,4.58257569495584,1,1.4142135623730951,Higher
Other,Male,35,25 - 45,Separated,Pretrial Defendant,0,1,(F3),1,3,0,5.916079783099616,1,1,Lower
Caucasian,Male,31,25 - 45,Single,Jail Inmate,0,6,(M1),10,7,0,5.5677643628300215,2.449489742783178,3.1622776601683795,Higher
Caucasian,Female,50,Greater than 45,Single,Jail Inmate,0,2,(F3),1,1,1,7.0710678118654755,1.4142135623730951,1,Lower
African-American,Male,30,25 - 45,Single,Jail Inmate,0,7,(F3),1,3,0,5.477225575051661,2.6457513110645907,1,Lower
Caucasian,Male,28,25 - 45,Single,Jail Inmate,0,1,(M2),1,2,0,5.291502622129181,1,1,Lower
African-American,Male,48,Greater than 45,Single,Jail Inmate,0,7,(F3),6709,7,1,6.928203230275509,2.6457513110645907,81.9084855189009,Higher
Caucasian,Male,55,Greater than 45,Married,Jail Inmate,0,0,(M1),1,1,0,7.416198487095663,0,1,Lower
Caucasian,Male,42,25 - 45,Single,Jail Inmate,0,0,(M1),2,3,0,6.48074069840786,0,1.4142135623730951,Lower
African-American,Male,34,25 - 45,Single,Jail Inmate,0,0,(M1),0,7,1,5.830951894845301,0,0,Higher
African-American,Male,43,25 - 45,Single,Jail Inmate,0,4,(M1),467,5,1,6.557438524302,2,21.61018278497431,Lower
African-American,Male,44,25 - 45,Single,Jail Inmate,0,0,(F1),0,1,0,6.6332495807108,0,0,Lower
Hispanic,Male,29,25 - 45,Single,Jail Inmate,1,17,(F3),0,6,1,5.385164807134504,4.123105625617661,0,Higher
African-American,Male,32,25 - 45,Single,Jail Inmate,1,11,(F3),3371,10,0,5.656854249492381,3.3166247903554,58.06031346797914,Higher
Caucasian,Male,25,25 - 45,Single,Jail Inmate,0,2,(F3),1,5,1,5,1.4142135623730951,1,Lower
African-American,Female,32,25 - 45,Single,Jail Inmate,0,0,(M1),1,3,1,5.656854249492381,0,1,Lower
Hispanic,Male,96,Greater than 45,Widowed,Pretrial Defendant,0,2,(F3),1,2,1,9.797958971132712,1.4142135623730951,1,Lower
Hispanic,Male,29,25 - 45,Single,Jail Inmate,0,0,(M1),2,2,0,5.385164807134504,0,1.4142135623730951,Lower
Hispanic,Male,27,25 - 45,Single,Jail Inmate,1,8,(F3),1,5,1,5.196152422706632,2.8284271247461903,1,Lower
Hispanic,Male,31,25 - 45,Single,Pretrial Defendant,0,0,(M1),1,5,0,5.5677643628300215,0,1,Lower
African-American,Male,24,Less than 25,Single,Jail Inmate,0,1,(F3),1,3,1,4.898979485566356,1,1,Lower
African-American,Male,34,25 - 45,Single,Jail Inmate,0,0,(F3),871,7,1,5.830951894845301,0,29.512709126747414,Higher
African-American,Male,48,Greater than 45,Married,Jail Inmate,0,2,(F3),0,1,1,6.928203230275509,1.4142135623730951,0,Lower
African-American,Male,41,25 - 45,Single,Jail Inmate,0,1,(F3),2,1,0,6.4031242374328485,1,1.4142135623730951,Lower
African-American,Male,26,25 - 45,Single,Jail Inmate,1,12,(M1),29,9,1,5.0990195135927845,3.4641016151377544,5.385164807134504,Higher
African-American,Male,42,25 - 45,Single,Jail Inmate,0,0,(F3),0,5,1,6.48074069840786,0,0,Lower
African-American,Male,29,25 - 45,Single,Jail Inmate,0,0,(M1),42,5,0,5.385164807134504,0,6.48074069840786,Lower
Caucasian,Male,26,25 - 45,Single,Jail Inmate,0,0,(M1),1,2,0,5.0990195135927845,0,1,Lower
African-American,Female,27,25 - 45,Unknown,Jail Inmate,0,1,(F3),1,3,0,5.196152422706632,1,1,Lower
