Female,Male,25_45,Greater_than_45,Less_than_25,Divorced,Married,Separated,Significant_Other,Single,marital_status_Unknown,Widowed,age,priors_count,juv_offense,Black,White,is_recid,pred_0.2,pred_0.1,pred_0.05,pred_0.01,risk_0.2,risk_0.1,risk_0.05,risk_0.01
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.8105427576738646,-0.4758217241125361,0,0.0,1.0,0,0.20732678700076515,0.26874806912061733,0.3309376324046174,0.33654188791749645,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-0.22184482206355965,-0.4758217241125361,0,1.0,0.0,0,0.38708357327649295,0.373530223479064,0.35554708078570296,0.3506504623456076,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,0.9945119420901253,0,1.0,0.0,1,0.48003862578312506,0.3899883040055005,0.3603393003438022,0.34434496584803587,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,1.4146072752908856,0,1.0,0.0,0,0.3896315823046428,0.3224964863677219,0.3273879253015724,0.3348900083867946,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8790317836275452,-0.4758217241125361,0,0.0,1.0,0,0.23542748313344858,0.26748961810080396,0.3623692889213064,0.3478715707289822,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11688644122601105,-0.26577405751215594,1,1.0,0.0,0,0.2459446820089429,0.28170476959231805,0.27432311650793645,0.33030479425988746,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3709348886931891,-0.26577405751215594,0,0.0,1.0,1,0.30079600403623985,0.37194283239403453,0.36421051427519036,0.34957235340085563,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,-0.6858693907129163,0,1.0,0.0,1,0.3024681539914335,0.3114897833735076,0.31227130659133173,0.3389993359356962,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.4758217241125361,0,1.0,0.0,1,0.38629214385319355,0.35190125545194,0.33212881643592007,0.33839994991561173,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,2.044750275092026,0,1.0,0.0,1,0.6217192546498477,0.45420484631230734,0.40925331362943124,0.3516959642052203,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2862520728707964,-0.4758217241125361,0,0.0,1.0,1,0.2583765513138707,0.29058243366162656,0.2731343355494672,0.3279615253344788,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,4.145226941095828,0,1.0,0.0,1,0.7704043561291999,0.5358060847146525,0.43614371855409934,0.3496295794924277,1,1,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0483974152723305,3.5150839412946873,0,1.0,0.0,0,0.7165431842260106,0.5206636093852184,0.49409358899065836,0.3622952490376023,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.05572639091177574,1,1.0,0.0,0,0.49377113280418644,0.4262724903484582,0.361694919102865,0.346676530197595,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032203625403618374,-0.4758217241125361,1,1.0,0.0,1,0.3401957269364783,0.3542666546400297,0.30927597090628617,0.3401557895516589,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.5726881000753985,-0.26577405751215594,0,1.0,0.0,1,0.18762830273179457,0.2668593547396757,0.2715580557727836,0.3240466695384729,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.032203625403618374,-0.6858693907129163,0,1.0,0.0,0,0.2666929309533779,0.29458260176857437,0.28681510974353697,0.33240996310814336,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13716200624116698,-0.6858693907129163,0,1.0,0.0,0,0.1936529514741122,0.23333266848245107,0.26652612931160413,0.3270852143124095,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5564943102066866,-0.4758217241125361,0,0.0,1.0,0,0.22984369607297922,0.28071178217986886,0.3513952882665167,0.34150790376793605,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1330802310947232,-0.4758217241125361,0,0.0,1.0,0,0.3085498645191967,0.32936557409595757,0.37894609801243784,0.35167092063602295,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7943489678051525,-0.6858693907129163,0,1.0,0.0,0,0.1966714694653231,0.2585765515386626,0.2343319770063101,0.31782410411589,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.6858693907129163,0,1.0,0.0,0,0.37568235603974104,0.34719338670655403,0.33372441434796607,0.3395964811598783,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20156925704840373,1.6246549418912657,0,1.0,0.0,0,0.4698337464770416,0.38572728831268027,0.32809220699705705,0.3341312414783329,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,-0.6858693907129163,0,1.0,0.0,0,0.20775694556631366,0.2405704696331859,0.2785572840579849,0.3303453069823046,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0645912051410424,-0.26577405751215594,0,0.0,1.0,0,0.15386795408857473,0.2232360581271221,0.27552519902744366,0.32524285483102844,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.6858693907129163,0,1.0,0.0,0,0.3408120068582726,0.3289148782763591,0.33891318992855785,0.34565169954226826,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.11688644122601105,-0.6858693907129163,0,1.0,0.0,1,0.22480894860277495,0.2644353903666905,0.28732534653525393,0.329016677895208,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9637145994499379,2.884940941493547,0,1.0,0.0,1,0.6691760594273998,0.49513730432713576,0.4843142961283227,0.36258296481163976,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.05572639091177574,1,1.0,0.0,0,0.49377113280418644,0.4262724903484582,0.361694919102865,0.346676530197595,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.6858693907129163,0,0.0,1.0,0,0.3408120068582726,0.3289148782763591,0.33891318992855785,0.34565169954226826,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,-0.6858693907129163,0,0.0,1.0,0,0.3118255295721767,0.3157987485285622,0.31882501442004346,0.3406565994653716,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5605760853531304,-0.6858693907129163,0,0.0,1.0,0,0.23030699879503075,0.2517115939803539,0.29721534066012645,0.3352660918931179,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0524791904187743,2.4648456082927863,1,0.0,1.0,1,0.5309896927969673,0.4093661766515229,0.3518266540230462,0.33952378034281583,1,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9637145994499379,-0.26577405751215594,0,1.0,0.0,0,0.24362194235136658,0.271566317336212,0.3607108805898116,0.34666118796880063,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9839901644650938,-0.26577405751215594,1,1.0,0.0,1,0.4606181940195064,0.41148844450985794,0.34943557843972967,0.34454279997733656,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.5726881000753985,-0.26577405751215594,0,0.0,1.0,0,0.11242977795601351,0.20830005885622188,0.2383640042025941,0.3145090078629789,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.05572639091177574,0,1.0,0.0,0,0.4030467455355389,0.35642209273380554,0.3546504894033005,0.3470421959913394,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1330802310947232,-0.05572639091177574,0,0.0,1.0,1,0.34774187376469884,0.3475990940897407,0.38990712108617165,0.35260506846981315,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11688644122601105,-0.05572639091177574,0,1.0,0.0,0,0.3124803678026555,0.3162461110165693,0.29488691694427943,0.3321337144500944,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,0.36436894228898464,0,1.0,0.0,0,0.40353603377622016,0.35673865584919195,0.3376646190016619,0.3412969322020397,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11688644122601105,0.15432127568860443,1,1.0,0.0,0,0.39185910369155036,0.3779675747426513,0.3176983077714461,0.3398763809553381,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2380386119322717,-0.6858693907129163,0,1.0,0.0,0,0.386051163913703,0.35174393100785883,0.34050544176736774,0.3412551568213896,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20156925704840373,-0.05572639091177574,0,0.0,1.0,0,0.33925875723928295,0.39099432980514004,0.38383916290292747,0.353406720718962,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7943489678051525,2.254797941692406,0,1.0,0.0,1,0.4596540287962728,0.38148371380161394,0.29738926726421616,0.32407072921902996,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5564943102066866,-0.26577405751215594,0,0.0,1.0,0,0.316070699551278,0.39592907843289143,0.45171040787148214,0.36708300250860093,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.22184482206355965,-0.26577405751215594,0,1.0,0.0,0,0.3314535650180654,0.3248143554121204,0.31571253541520594,0.33826195929717956,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.13716200624116698,-0.05572639091177574,0,1.0,0.0,1,0.34149751017702584,0.32937187662625184,0.3141624491789552,0.33706773018879416,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.4758217241125361,0,1.0,0.0,0,0.2547112636915259,0.2633236712548055,0.3085114248683826,0.33737194232820594,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.1330802310947232,0.15432127568860443,0,1.0,0.0,0,0.2605824842212837,0.27983562026304665,0.3574040443464201,0.3442463762471793,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0483974152723305,-0.26577405751215594,0,0.0,1.0,1,0.3376084314510906,0.34291832761684504,0.3916175335712998,0.3538249652930253,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.8952255734962573,3.5150839412946873,0,1.0,0.0,1,0.6195509417725477,0.47066746835125395,0.4189515355426226,0.34540767317276166,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5605760853531304,-0.26577405751215594,0,1.0,0.0,0,0.3715148192317962,0.34261392299079246,0.34250179716458173,0.34490740332197084,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8993073486427011,-0.4758217241125361,0,1.0,0.0,0,0.3656620533627182,0.34282600627100673,0.3188063293435203,0.33510014503009256,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7943489678051525,-0.4758217241125361,0,1.0,0.0,0,0.21110705307814448,0.2664602068609826,0.23851300774451423,0.31826815779299233,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9637145994499379,-0.6858693907129163,0,1.0,0.0,0,0.3083330166095511,0.32921320688937167,0.3878178505223441,0.3545780893072015,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20156925704840373,0.5744166088893649,0,1.0,0.0,0,0.36224558834247256,0.33873773627216325,0.30308934798549864,0.33185758124626297,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7299417169979158,1.4146072752908856,0,1.0,0.0,1,0.5680584720997609,0.42902055790319316,0.399826119792653,0.35197990855017125,1,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3871286785619013,-0.6858693907129163,0,0.0,1.0,0,0.22966379003299828,0.28057250612046014,0.3599959129828975,0.34437568407757996,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,1.4146072752908856,1,1.0,0.0,1,0.6201161355102263,0.48158465051630855,0.41282503656675185,0.3577652388950715,1,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.45561770451558176,-0.4758217241125361,0,0.0,1.0,0,0.2418853399827203,0.28239949176113593,0.261252585317958,0.3247135504248589,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.149274020963435,1.2045596086905055,0,0.0,1.0,1,0.24493564831002157,0.2725226766088287,0.3025912687454684,0.32676868736239356,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.5564943102066866,-0.4758217241125361,0,0.0,1.0,0,0.22984369607297922,0.28071178217986886,0.3513952882665167,0.34150790376793605,0,0,0,0
1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20156925704840373,-0.4758217241125361,0,0.0,1.0,0,0.20628691812315375,0.29297644439648096,0.3358791119379919,0.3436524584319626,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.5605760853531304,-0.6858693907129163,0,1.0,0.0,0,0.331003174867864,0.32451182992076805,0.33214790160919727,0.34398281310694284,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.4758217241125361,0,1.0,0.0,0,0.39676768157401854,0.3564798090781099,0.338893913280621,0.34005579069762,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5403005203379745,-0.26577405751215594,0,1.0,0.0,0,0.31726126969503265,0.34151991008100313,0.3005478464251388,0.3361233583048126,0,0,0,0
1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9637145994499379,-0.26577405751215594,0,0.0,1.0,0,0.2754787580356983,0.34553350390184673,0.46419812376776637,0.37007190108245736,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9839901644650938,-0.6858693907129163,0,1.0,0.0,1,0.3552908550646223,0.3381761971312216,0.320368625470763,0.3362909393026033,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.233956836785828,-0.26577405751215594,0,1.0,0.0,0,0.2453297822885435,0.35833691042775817,0.39256952715012483,0.35346374105272615,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.3024458627395086,3.094988608093927,0,1.0,0.0,1,0.6070936746637796,0.4529919024064352,0.4680074298419871,0.3544316712190543,1,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.217763046917116,-0.6858693907129163,0,1.0,0.0,0,0.19111642470269416,0.24449591710628124,0.32967906230259947,0.3407387048957468,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8790317836275452,-0.6858693907129163,0,1.0,0.0,0,0.31778916959600045,0.3336485366674371,0.39504631787618405,0.356270463499804,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.4758217241125361,0,1.0,0.0,0,0.38629214385319355,0.35190125545194,0.33212881643592007,0.33839994991561173,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.7299417169979158,-0.4758217241125361,0,0.0,1.0,1,0.37127748084148904,0.3424585566502838,0.3510025456080136,0.34778865325977865,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.3186396526082205,-0.6858693907129163,0,0.0,1.0,0,0.18071631486944634,0.26269417701004744,0.2804929803251683,0.32801652291157823,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0524791904187743,-0.6858693907129163,0,0.0,1.0,1,0.2753804822140219,0.29875917018294273,0.2930622250194668,0.33405129298254443,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20156925704840373,-0.6858693907129163,0,0.0,1.0,0,0.16765467933470318,0.219316418397037,0.243478822201326,0.3206150964594679,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.6858693907129163,0,0.0,1.0,0,0.37568235603974104,0.34719338670655403,0.33372441434796607,0.3395964811598783,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,-0.6858693907129163,0,0.0,1.0,1,0.36083761222881683,0.33781116944928496,0.3526409401717497,0.34900086976237615,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,-0.05572639091177574,0,1.0,0.0,0,0.37175221963204047,0.3427693230739351,0.3341009403104037,0.3420375051461506,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.8267365475425765,-0.6858693907129163,0,0.0,1.0,0,0.17501458848420748,0.29319600719064187,0.3338619577765942,0.3293374439661875,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.4758217241125361,0,0.0,1.0,0,0.39676768157401854,0.3564798090781099,0.338893913280621,0.34005579069762,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.30652763788595233,-0.4758217241125361,0,1.0,0.0,0,0.32156077345602163,0.3202897782333705,0.317266731796367,0.3394582529696603,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4758932695307377,0.784464275489745,0,1.0,0.0,0,0.4688209644653402,0.3850736417674175,0.36199696766351874,0.3455515387403579,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.6858693907129163,0,1.0,0.0,0,0.3654262799602283,0.34267059388830856,0.32701146782887236,0.33794173163188546,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6249833361603672,-0.4758217241125361,0,0.0,1.0,0,0.2564704827329068,0.3487213989986618,0.3381987022228865,0.3440882136003461,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.4758217241125361,1,0.0,1.0,1,0.4494620643860714,0.4064833819315679,0.35107061535855916,0.34574970052306864,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,-0.6858693907129163,0,1.0,0.0,0,0.2150877646018323,0.24424640485067659,0.28469633551856705,0.3319815118704066,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.8790317836275452,-0.6858693907129163,0,1.0,0.0,1,0.39342054788889674,0.3926053975377645,0.444186979299277,0.36942758517360624,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.11688644122601105,0.15432127568860443,0,1.0,0.0,1,0.2310286281351102,0.25223171956130264,0.26684037218054363,0.3240174245998228,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.1330802310947232,-0.26577405751215594,0,1.0,0.0,0,0.40445179914173285,0.3977192832577681,0.43317698103965746,0.3652289468214187,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.20156925704840373,0.784464275489745,0,1.0,0.0,0,0.3409450892104335,0.31908157917667984,0.3150465136416775,0.33055154174352275,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9839901644650938,0.5744166088893649,1,1.0,0.0,1,0.5493391900750825,0.4514230009472592,0.37077847636870853,0.3463945772024925,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8993073486427011,-0.6858693907129163,0,1.0,0.0,0,0.34528358520717956,0.3337108216413797,0.3137978046458776,0.33464413487340083,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.4758932695307377,-0.6858693907129163,0,1.0,0.0,0,0.32133903104148764,0.3201396053155607,0.3254511769065251,0.3423177690752552,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8993073486427011,-0.6858693907129163,0,1.0,0.0,0,0.34528358520717956,0.3337108216413797,0.3137978046458776,0.33464413487340083,0,0,0,0
0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.3024458627395086,1.6246549418912657,0,1.0,0.0,0,0.4986958703845531,0.41487282219565835,0.4199184786063626,0.3529714146363502,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.0524791904187743,1.4146072752908856,1,1.0,0.0,1,0.5454308355011526,0.4467498786367666,0.3624570871559707,0.3459732410126949,1,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.9839901644650938,-0.6858693907129163,0,1.0,0.0,0,0.3552908550646223,0.3381761971312216,0.320368625470763,0.3362909393026033,0,0,0,0
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.0686729802874864,-0.6858693907129163,0,0.0,1.0,0,0.2583013511541825,0.26740933957856877,0.2923826139884956,0.32930125100059465,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.391210453708345,3.935179274495448,0,0.0,1.0,1,0.7623497901051354,0.5306523594329805,0.43791137321112084,0.35084476088046584,1,1,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.153355796109879,-0.6858693907129163,0,1.0,0.0,1,0.37568235603974104,0.34719338670655403,0.33372441434796607,0.3395964811598783,0,0,0,0
1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.5564943102066866,-0.6858693907129163,0,0.0,1.0,0,0.1653888396442263,0.230010273841616,0.3034298966474359,0.3341326131748845,0,0,0,0
0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3709348886931891,-0.05572639091177574,0,1.0,0.0,0,0.31983146978650956,0.3815043678891136,0.3695902963474339,0.35003800393114093,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,-0.26577405751215594,0,1.0,0.0,0,0.2897229341698132,0.279285575512098,0.3266806406788521,0.3411426753971323,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,0.784464275489745,1,1.0,0.0,1,0.5771529865820587,0.46112089039909293,0.4106956302109008,0.3597510887368477,1,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.8146245328203084,-0.4758217241125361,0,1.0,0.0,0,0.27176345422909604,0.27116273310492806,0.3216068136519393,0.34068265566348455,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-0.6452589011755231,-0.4758217241125361,0,1.0,0.0,0,0.3610721096055204,0.3379655110615508,0.344121551745721,0.3461149066269973,0,0,0,0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.080784995009755,0.9945119420901253,0,1.0,0.0,0,0.2631557197397042,0.3685558792949316,0.35411209117225545,0.33951962488554943,0,0,0,0
0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.3709348886931891,1.4146072752908856,1,1.0,0.0,0,0.4905905816140697,0.4221643994143767,0.3281770494243399,0.3376638119407443,0,0,0,0
1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.20156925704840373,-0.6858693907129163,0,1.0,0.0,0,0.16765467933470318,0.219316418397037,0.243478822201326,0.3206150964594679,0,0,0,0
0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,-1.2380386119322717,-0.6858693907129163,1,1.0,0.0,1,0.4492105218053809,0.406316953990551,0.35966770007550825,0.3486342421025232,0,0,0,0
